resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R42,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, TensorFlow, Kubernetes, Django, React

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified","Cloud Computing, TensorFlow, Kubernetes, Django, React",5,Bachelors,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,AWS Certified,Data Analyst,"Deep Learning, React, Java, PyTorch, Excel, C++, NLP, Node.js",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Deep Learning, React, Java, PyTorch, Excel, C++, NLP, Node.js.",0.12,1,0,0.410316556,1,1
R43,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Node.js, Django, Python

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure","Node.js, Django, Python",2,Masters,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Microsoft Azure,Frontend Developer,"Kubernetes, Cloud Computing, React, Java, C++, Node.js, Machine Learning",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Kubernetes, Cloud Computing, React, Java, C++, Node.js, Machine Learning.",0.14,0,1,0.479938978,1,1
R44,"Professional Summary:
Candidate with 1 years of experience.

Skills:
C++, Power BI, SQL, Flask, Java, Kubernetes, Cloud Computing, Docker

Experience:
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","C++, Power BI, SQL, Flask, Java, Kubernetes, Cloud Computing, Docker",1,Masters,Created interactive dashboards using Power BI,None,Data Scientist,"Docker, PyTorch, Flask, Deep Learning, Machine Learning",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Docker, PyTorch, Flask, Deep Learning, Machine Learning.",0.4,0,1,0.237633994,0,1
R45,"Professional Summary:
Candidate with 6 years of experience.

Skills:
PyTorch, NLP, TensorFlow, Node.js, Java, C++

Experience:
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","PyTorch, NLP, TensorFlow, Node.js, Java, C++",6,PhD,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Frontend Developer,"Django, Excel, Python, PyTorch, React",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Django, Excel, Python, PyTorch, React.",0.2,1,1,0.678756685,1,1
R46,"Professional Summary:
Candidate with 6 years of experience.

Skills:
TensorFlow, NLP, SQL, Django, PyTorch, C++, Deep Learning, Cloud Computing

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","TensorFlow, NLP, SQL, Django, PyTorch, C++, Deep Learning, Cloud Computing",6,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Software Engineer,"PyTorch, Docker, C++, Node.js, Python, Flask",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: PyTorch, Docker, C++, Node.js, Python, Flask.",0.33,1,1,0.576846656,1,1
R47,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Excel, Python, Java, React, Flask, Deep Learning

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, Google Data Analytics","Excel, Python, Java, React, Flask, Deep Learning",3,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"Microsoft Azure, Google Data Analytics",Data Analyst,"PyTorch, Docker, Deep Learning",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: PyTorch, Docker, Deep Learning.",0.33,1,1,0.73935374,1,1
R48,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Cloud Computing, Flask, NLP, Data Analysis, SQL

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Cloud Computing, Flask, NLP, Data Analysis, SQL",8,Masters,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,Deep Learning Specialization,Data Analyst,"Deep Learning, Power BI, Kubernetes",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Deep Learning, Power BI, Kubernetes.",0,1,1,0.614013084,1,1
R49,"Professional Summary:
Candidate with 1 years of experience.

Skills:
SQL, Kubernetes, Python, Excel, React

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure, AWS Certified","SQL, Kubernetes, Python, Excel, React",1,Masters,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,"Microsoft Azure, AWS Certified",Backend Developer,"Cloud Computing, Power BI, SQL, Django, React, Docker, Deep Learning",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Cloud Computing, Power BI, SQL, Django, React, Docker, Deep Learning.",0.29,0,1,0.319742051,0,1
R50,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Machine Learning, Deep Learning, Java, Node.js, TensorFlow, Power BI

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","Machine Learning, Deep Learning, Java, Node.js, TensorFlow, Power BI",1,Bachelors,Designed scalable backend systems using Node.js,None,Frontend Developer,"TensorFlow, Flask, Deep Learning, PyTorch, Cloud Computing, Java, Power BI, C++",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: TensorFlow, Flask, Deep Learning, PyTorch, Cloud Computing, Java, Power BI, C++.",0.5,0,0,0.390875388,0,1
R51,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Java, Docker, Data Analysis, Django, Power BI

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, AWS Certified","Java, Docker, Data Analysis, Django, Power BI",3,Masters,Created interactive dashboards using Power BI,"Microsoft Azure, AWS Certified",Data Scientist,"SQL, Data Analysis, Python, Java, Kubernetes, NLP",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: SQL, Data Analysis, Python, Java, Kubernetes, NLP.",0.33,1,1,0.76587318,1,1
R52,"Professional Summary:
Candidate with 9 years of experience.

Skills:
PyTorch, Data Analysis, SQL, TensorFlow

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","PyTorch, Data Analysis, SQL, TensorFlow",9,Bachelors,Created interactive dashboards using Power BI,None,Software Engineer,"Excel, NLP, Machine Learning, Python, SQL, React, TensorFlow",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Excel, NLP, Machine Learning, Python, SQL, React, TensorFlow.",0.29,1,0,0.596135397,1,1
R53,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Cloud Computing, Python, NLP, Excel, TensorFlow, SQL, Docker

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Cloud Computing, Python, NLP, Excel, TensorFlow, SQL, Docker",6,PhD,Built a machine learning model for predicting customer churn,Deep Learning Specialization,Data Analyst,"Power BI, Java, Node.js, C++, PyTorch, Cloud Computing, Python",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Power BI, Java, Node.js, C++, PyTorch, Cloud Computing, Python.",0.29,1,1,0.732733919,1,1
R54,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Kubernetes, Flask, Machine Learning, React, Docker, Power BI

Experience:
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
None","Kubernetes, Flask, Machine Learning, React, Docker, Power BI",1,Bachelors,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,None,Backend Developer,"PyTorch, TensorFlow, Cloud Computing, Kubernetes, C++, Excel, Deep Learning, Power BI",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: PyTorch, TensorFlow, Cloud Computing, Kubernetes, C++, Excel, Deep Learning, Power BI.",0.25,0,0,0.229369994,0,1
R55,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Flask, Machine Learning, TensorFlow, Data Analysis, React, Power BI, Node.js

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified, Microsoft Azure","Flask, Machine Learning, TensorFlow, Data Analysis, React, Power BI, Node.js",6,Masters,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,"AWS Certified, Microsoft Azure",ML Engineer,"React, SQL, TensorFlow, Node.js",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: React, SQL, TensorFlow, Node.js.",0.75,1,1,1.026562271,1,1
R56,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Machine Learning, Docker, Deep Learning, Java, C++, Excel

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, AWS Certified","Machine Learning, Docker, Deep Learning, Java, C++, Excel",8,Masters,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,"Deep Learning Specialization, AWS Certified",ML Engineer,"PyTorch, Node.js, Data Analysis",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: PyTorch, Node.js, Data Analysis.",0,1,1,0.526547751,1,1
